CompanyName,CompanyAlias,CompanyEntityId,Termination_Probability,Risk_Level,Actual_Status
Arbor Group Advisors,0,725384,0.09030733,Low,Active
"Spencer Financial, LLC",0,596410,0.09030733,Low,Active
"Reese Yeatman Financial, LLC.",0,300179,0.09030733,Low,Active
Capstone Partners,0,370841,0.08952166,Low,Active
Hakco Financial,0,102350,0.08588413,Low,Active
Retirement Analytics,0,128862,0.085727334,Low,Active
Colton Groome & Company,0,104469,0.085727334,Low,Active
"Redfield Financial Group, LLC",0,205420,0.085727334,Low,Active
Clearview Financial Partners,0,113548,0.085727334,Low,Outstanding
"Higginbotham Executive Benefits, LLC",0,111343,0.085727334,Low,Active
Naviture,0,737453,0.085727334,Low,Active
Naviture,0,737453,0.085727334,Low,Active
Great Lakes Retirement Plan Consultants,0,614815,0.085727334,Low,Outstanding
Advisor Resource Council,0,415809,0.085727334,Low,Active
"Epiqwest Culver Wealth Advisors, LLC",0,114670,0.085727334,Low,Active
Great Lakes Retirement Plan Consultants,0,614815,0.085727334,Low,Outstanding
"Higginbotham Executive Benefits, LLC",0,111343,0.085727334,Low,Active
"Sapers & Wallack, Inc",0,284276,0.085727334,Low,Active
Retirement Plan Solutions,0,327311,0.085727334,Low,Active
Colton Groome & Company,0,104469,0.085727334,Low,Active
Retirement Analytics,0,128862,0.085727334,Low,Active
OneGroup Retirement Advisors,0,678330,0.08467564,Low,Active
OneGroup Retirement Advisors,0,678330,0.08467564,Low,Active
Accelerate Retirement- LB,0,535274,0.077344276,Low,Active
First Financial Group,0,552426,0.07574122,Low,Active
First Financial Group,0,552426,0.07574122,Low,Active
MCF Institutional,0,109544,0.074065536,Low,Active
MCF Institutional,0,109544,0.074065536,Low,Active
MCF Institutional,0,109544,0.074065536,Low,Active
"Summit Group 401(k) Consulting, an Alera Group Company",0,103215,0.074065536,Low,Active
EverThrive Financial Group,0,109048,0.074065536,Low,Active
"Summit Group 401(k) Consulting, an Alera Group Company",0,103215,0.074065536,Low,Active
EverThrive Financial Group,0,109048,0.074065536,Low,Active
BankPlus Wealth Management,0,538514,0.074065536,Low,Active
The Christensen Group,0,103273,0.07224331,Low,Active
Park Capital Management,0,285638,0.07224331,Low,Active
Saiph Capital,0,503804,0.07224331,Low,Active
V Wealth,0,534329,0.07224331,Low,Active
Park Capital Management,0,285638,0.07224331,Low,Active
Fiduciary Pension Partners,0,102164,0.07224331,Low,Active
Saiph Capital,0,503804,0.07224331,Low,Active
Saiph Capital,0,503804,0.07224331,Low,Active
Fiduciary Pension Partners,0,102164,0.07224331,Low,Active
Curi RMB Capital,0,106803,0.07224331,Low,Active
"Moneco Advisors, LLC.",0,109571,0.07224331,Low,Active
HORAN Wealth,0,117340,0.07224331,Low,Active
Strategic Retirement Partners,Strategic Retirement Partners,237598,0.07224331,Low,Active
HORAN Wealth,0,117340,0.07224331,Low,Active
"Benefits, Inc.",0,484579,0.07224331,Low,Active
Defined Plan Advisors,0,108605,0.07224331,Low,Active
"Benefits, Inc.",0,484579,0.07224331,Low,Active
Relation Wealth Management,0,106636,0.068275824,Low,Active
The Shaughnessy Roed Group,0,390900,0.068275824,Low,Active
McClone Retirement Advisors,0,218773,0.068275824,Low,Active
Marcum Wealth,0,649174,0.068275824,Low,Active
McClone Retirement Advisors,0,218773,0.068275824,Low,Active
Magis Advisory Group,0,410553,0.068275824,Low,Active
Riverside Retirement Advisors,0,282230,0.068275824,Low,Active
Riverside Retirement Advisors,0,282230,0.068275824,Low,Active
Marcum Wealth,0,649174,0.068275824,Low,Active
"CAH Advisors, LLC",0,502919,0.068275824,Low,Active
AHT,0,123136,0.068275824,Low,Active
"CAH Advisors, LLC",0,502919,0.068275824,Low,Active
EmVision Capital Advisors,0,195663,0.068275824,Low,Active
Old Port Advisors,0,549754,0.068275824,Low,Active
"Benefits, Inc.",0,484579,0.068275824,Low,Active
AssuredPartners,0,102022,0.068275824,Low,Active
Preferred Pensions LLC,0,102939,0.068275824,Low,Active
Prasad Wealth,0,471557,0.068275824,Low,Terminated
"Higginbotham Executive Benefits, LLC",0,111343,0.067868516,Low,Active
Balefire Wealth,0,437193,0.067868516,Low,Active
AssuredPartners,0,107267,0.067868516,Low,Active
"Benefits, Inc.",0,484579,0.067868516,Low,Active
Barnum Financial Group,0,378947,0.0669951,Low,Active
Barresi Financial Inc.,0,332826,0.06627964,Low,Active
Baystate Financial - Dwayne DeMond,0,375552,0.06627964,Low,Active
Barresi Financial Inc.,0,332826,0.06627964,Low,Active
Entrepreneur Solutions Financial and Insurance Services,0,388467,0.063971154,Low,Active
Entrepreneur Solutions Financial and Insurance Services,0,388467,0.063971154,Low,Active
BPG Wealth Management LLC,0,136871,0.06285396,Low,Active
"Sapers & Wallack, Inc",0,284276,0.061311916,Low,Active
"Sapers & Wallack, Inc",0,284276,0.061311916,Low,Active
"Girard Advisory Services, LLC",0,649491,0.060680386,Low,Active
"Moneco Advisors, LLC.",0,109571,0.060680386,Low,Active
MCM,0,121927,0.060680386,Low,Active
The George Group,0,390852,0.060680386,Low,Active
Houghton Financial Partners,0,236435,0.060680386,Low,Active
"Mack Financial Group, Inc.",0,648498,0.060680386,Low,Active
"LJI Wealth Management, LLC",0,483323,0.060680386,Low,Active
Veery Capital,0,102676,0.060680386,Low,Active
Ironshore Financial,0,724985,0.060680386,Low,Active
Preferred Pensions LLC,0,102939,0.060680386,Low,Active
Waypoint Financial Advisors,0,181318,0.060680386,Low,Active
Carnegie Investment Counsel,0,116910,0.060680386,Low,Active
Risen Son Financial,0,385791,0.060680386,Low,Active
"Perigon Wealth Management, LLC.",0,176169,0.060680386,Low,Active
"Moneco Advisors, LLC.",0,109571,0.060680386,Low,Active
Brio Benefit Consulting,0,636058,0.060680386,Low,Active
Fermata Advisors,0,640603,0.060680386,Low,Active
Advisor Resource Council,0,415809,0.060680386,Low,Active
Financial Craftsmen,0,104657,0.060680386,Low,Active
Strategic Retirement Partners,0,242326,0.060680386,Low,Active
The 401K Shop,0,107181,0.060680386,Low,Active
Retirement Analytics,0,128862,0.060680386,Low,Active
"Ancora Retirement Plan Advisors, LLC",0,105429,0.060680386,Low,Active
Sigma Planning Corporation,0,105931,0.060680386,Low,Active
BOK Financial,0,194137,0.060680386,Low,Active
"Retirement Plan (k)onsultant, LLC.",0,116380,0.060680386,Low,Active
Fermata Advisors,0,640603,0.060680386,Low,Active
"Ancora Retirement Plan Advisors, LLC",0,105429,0.060680386,Low,Active
"Cedar Mountain Advisors, LLC",0,414723,0.060680386,Low,Active
Carnegie Investment Counsel,0,116910,0.060680386,Low,Active
Waypoint Financial Advisors,0,181318,0.060680386,Low,Active
Lagos Wealth Advisors,0,390116,0.060680386,Low,Active
Vista Partners of Baird,0,272844,0.058940664,Low,Active
"LBG Advisors, LLC",0,136186,0.058940664,Low,Active
Defined Plan Advisors,0,108605,0.058940664,Low,Active
"LBG Advisors, LLC",0,136186,0.058940664,Low,Active
Marsh McLennan Agency LLC - MMA Midwest,0,108175,0.05796075,Low,Active
Marsh McLennan Agency LLC - MMA Midwest,0,108175,0.05796075,Low,Active
TAG Advisors,0,261819,0.05788882,Low,Active
TAG Advisors,0,261819,0.05788882,Low,Active
MMLIS Default Company,DefaultCompany,330221,0.05779712,Low,Active
MMLIS Default Company,DefaultCompany,330221,0.05779712,Low,Active
Benefit Management Specialists,0,107297,0.057716217,Low,Active
Wharton Wealth Managment,0,750648,0.057716217,Low,Active
Benefit Management Specialists,0,107297,0.057716217,Low,Active
LBW Insurance & Financial Service,0,570544,0.057716217,Low,Active
Phocus Retirement Services,0,260954,0.057287127,Low,Active
Baystate Financial - Dwayne DeMond,0,375552,0.05562853,Low,Active
"Perigon Wealth Management, LLC.",0,176169,0.055563528,Low,Active
Dudum Financial,0,577811,0.055563528,Low,Active
The Waterford Group,0,386685,0.055563528,Low,Active
The Waterford Group,0,386685,0.055563528,Low,Active
CBIZ Retirement Plan Services,0,118941,0.055118036,Low,Active
"J.J. Swanson Advisory Group, Inc.",0,229130,0.055118036,Low,Active
Advanced Capital Group,0,276858,0.055118036,Low,Active
Advanced Capital Group,0,276858,0.055118036,Low,Active
"Davenport & Company, LLC",0,410163,0.055118036,Low,Active
McGriff,0,111497,0.055118036,Low,Active
CBIZ Retirement Plan Services,0,118941,0.055118036,Low,Active
McGriff,0,111497,0.055118036,Low,Active
"Plexus Financial Services, LLC",0,215066,0.05169064,Low,Active
12 point Custom Scoring Sample,0,638297,0.05169064,Low,Active
"Spay & Associates, Inc.",0,117559,0.05169064,Low,Active
"Centerpoint Advantage, LLC",0,124026,0.05169064,Low,Active
"Halcyon Wealth Advisors, LLC",0,260445,0.05169064,Low,Active
"Perigon Wealth Management, LLC.",0,176169,0.05169064,Low,Active
"Plexus Financial Services, LLC",0,215066,0.05169064,Low,Active
"Ivy Wealth Management, Inc",0,471678,0.05169064,Low,Active
DEMO Company,0,226389,0.05153837,Low,Active
Park Avenue Institutional Consulting Group,0,187898,0.05153837,Low,Active
Jefferies/Bret Wealth Management Group,0,188507,0.05153837,Low,Active
Raymond James,0,145918,0.05153837,Low,Active
The Clauss Group,0,188249,0.05153837,Low,Active
UBS - Eric Johnson,0,182364,0.05153837,Low,Active
Creydt & Hay Wealth Management,0,187693,0.05153837,Low,Active
D'Aiutolo Malcolm & Associates Investment Consulting Group,0,188326,0.05153837,Low,Active
Peninsula Financial Group,0,196436,0.05153837,Low,Active
Park Avenue Institutional Consulting Group,0,187898,0.05153837,Low,Active
Jefferies/Bret Wealth Management Group,0,188507,0.05153837,Low,Active
UBS SAMPLE COMPANY,0,196411,0.05153837,Low,Active
UBS - Eric Johnson,0,182364,0.05153837,Low,Active
D'Aiutolo Malcolm & Associates Investment Consulting Group,0,188326,0.05153837,Low,Active
Creydt & Hay Wealth Management,0,187693,0.05153837,Low,Active
The Clauss Group,0,188249,0.05153837,Low,Active
Peninsula Financial Group,0,196436,0.05153837,Low,Active
UBS,0,188020,0.05153837,Low,Terminated
UBS Financial Services Inc.,0,188412,0.05153837,Low,Terminated
DEMO Company,0,226389,0.05153837,Low,Active
UBS,0,198778,0.05153837,Low,Terminated
UBS,0,203720,0.05153837,Low,Terminated
UBS,0,222487,0.05153837,Low,Terminated
Rocky Mountain Wealth Consulting Group,0,187511,0.05153837,Low,Terminated
UBS,0,197224,0.05153837,Low,Terminated
UBS,0,197897,0.05153837,Low,Terminated
UBS SAMPLE COMPANY,0,196411,0.05153837,Low,Active
Raymond James,0,145918,0.05153837,Low,Active
UBS,0,197659,0.05153837,Low,Terminated
UBS,0,188422,0.05153837,Low,Terminated
Alan Brookshire,0,271589,0.05103803,Low,Active
Wells Fargo Advisors LLC,0,107476,0.05103803,Low,Active
Wells Fargo Advisors LLC,0,107476,0.05103803,Low,Active
Nicklas Financial Companies,0,109660,0.050467547,Low,Active
Nicklas Financial Companies,0,109660,0.050467547,Low,Active
Larmann Financial,0,105725,0.04972265,Low,Active
United Financial Advisors,0,175405,0.04972265,Low,Active
Carson Wealth,0,262366,0.04972265,Low,Active
"The Baldwin Group Wealth Advisors, LLC",0,103961,0.04972265,Low,Active
Art of Wealth Management,0,536006,0.04972265,Low,Active
Echelon Group,0,104682,0.04972265,Low,Active
Echelon Group,0,104682,0.04972265,Low,Active
"The Baldwin Group Wealth Advisors, LLC",0,103961,0.04972265,Low,Active
Defined Plan Advisors,0,108605,0.04972265,Low,Active
Flywheel Financial,0,641585,0.048440915,Low,Active
Nicolet Retirement Plans,0,656347,0.048440915,Low,Active
NFP - Executive Benefits,0,239136,0.048313256,Low,Active
Sax Wealth Advisors,0,636645,0.04695556,Low,Active
Mueller 401k Consulting LLC,0,660004,0.04695556,Low,Active
Tax & Financial Group,0,697580,0.04695556,Low,Outstanding
Sax Wealth Advisors,0,636645,0.04695556,Low,Active
Excel Securities & Assoc.,0,239449,0.0464025,Low,Active
Carson Wealth,0,262366,0.0464025,Low,Active
DJM Financial,0,470870,0.0464025,Low,Active
Smith Thornton Advisors,0,614591,0.0464025,Low,Active
fiduciaryPATH Advisors,fiduciaryPATH,254632,0.044074103,Low,Active
Head Investment Partners,0,432123,0.043182813,Low,Active
Northwestern Mutual,0,328942,0.043105636,Low,Active
Benefit Management,0,534282,0.042452775,Low,Active
Sikich Financial,0,124477,0.042452775,Low,Active
PRJ Insurance & Wealth Management Inc.,0,592971,0.042452775,Low,Active
Virtus Capital,0,629241,0.042452775,Low,Active
Professional Planning & Wealth,0,437874,0.042452775,Low,Active
2020 Wealth Management Group,0,393535,0.042452775,Low,Active
Professional Planning & Wealth,0,437874,0.042452775,Low,Active
"Fiduciary Management Group, LLC",0,551886,0.042452775,Low,Active
Evesham Capital Management,0,375418,0.042452775,Low,Active
Retirement Plan Solutions,0,550650,0.042452775,Low,Active
2020 Wealth Management Group,0,393535,0.042452775,Low,Active
"Fiduciary Management Group, LLC",0,551886,0.042452775,Low,Active
2020 Wealth Management Group,0,393535,0.042452775,Low,Active
Independence Financial Partners,0,129318,0.042452775,Low,Active
PRJ Insurance & Wealth Management Inc.,0,592971,0.042452775,Low,Active
Ipswich Bay Advisors,0,217675,0.040728603,Low,Active
Ipswich Bay Advisors,0,217675,0.040728603,Low,Active
Ipswich Bay Advisors,0,217675,0.040728603,Low,Active
Savage and Associates,0,602014,0.039305244,Low,Active
New Aspect Financial Services,0,632661,0.039305244,Low,Active
Osaic Advisors,0,636284,0.039305244,Low,Active
Legacy Retirement Plan Services,0,549614,0.039305244,Low,Active
Osaic Wealth -,Osaic Default,335152,0.039305244,Low,Active
Savage and Associates,0,602014,0.039305244,Low,Active
New Aspect Financial Services,0,632661,0.039305244,Low,Active
Osaic Wealth -,Osaic Default,335152,0.039305244,Low,Active
Creative Financial Group,0,341102,0.03913653,Low,Active
Lloyd - O'Sullivan Wealth Management,Commonwealth Financial Group,742743,0.03913653,Low,Active
Wells Fargo Advisors Financial Network,0,210900,0.038655914,Low,Active
RPAG Admin,0,182534,0.038655914,Low,Active
"Davenport & Company, LLC",0,410163,0.03816645,Low,Active
Bruton Chisnell Advisors,0,134015,0.03816645,Low,Active
"Davenport & Company, LLC",0,410163,0.03816645,Low,Active
Accelerate Retirement - Eric Carlson,0,531191,0.037666753,Low,Active
Confluence Financial Partners,0,687400,0.037666753,Low,Active
Confluence Financial Partners,0,687400,0.037666753,Low,Active
HUB Retirement and Wealth Management,JW Retirement Group,222917,0.037661612,Low,Active
GBS Retire,GBS Retire,669433,0.037661612,Low,Active
Advizrs,0,103612,0.037661612,Low,Active
Advizrs,0,103612,0.037661612,Low,Active
Strategic Retirement Partners,0,103704,0.037454404,Low,Active
DJM Financial,0,470870,0.037454404,Low,Active
THG Retirement Solutions,0,648319,0.037454404,Low,Active
"Fiduciary Management Group, LLC",0,551886,0.037028622,Low,Active
Equity Planning Group,0,729765,0.037028622,Low,Active
Wharton Wealth Managment,0,750648,0.037028622,Low,Active
Osaic Wealth -,Osaic Default,335152,0.037028622,Low,Active
Lily Wealth Partners,0,749982,0.037028622,Low,Active
OneDigital,0,108439,0.037028622,Low,Active
Riverbend Financial Group,0,531455,0.037028622,Low,Active
Osaic Wealth -,Osaic Default,335152,0.037028622,Low,Active
"Signature Financial Partners, LLC",0,117439,0.037028622,Low,Active
"The Pinnacle Planning Group, LLC",0,129565,0.037028622,Low,Active
Independence Financial Partners,0,129318,0.037028622,Low,Active
Independence Financial Partners,0,129318,0.037028622,Low,Active
Wharton Wealth Managment,0,750648,0.037028622,Low,Active
Equity Planning Group,0,729765,0.037028622,Low,Active
Osaic Advisors,0,636284,0.037028622,Low,Active
Independence Financial Partners,0,129318,0.037028622,Low,Active
Creative Financial Strategies,0,759271,0.03655314,Low,Active
Creative Financial Strategies,0,759271,0.03655314,Low,Active
Odyssey Financial Group,0,538568,0.036329243,Low,Active
Heron Creek Advisors,0,557156,0.036329243,Low,Active
RetireRight,0,314283,0.035268825,Low,Active
Integrity Benefit Partners,0,361247,0.035220776,Low,Active
Integrity Benefit Partners,0,361247,0.035220776,Low,Active
My 360 Wealth Management Group,My 360 Wealth Management Group,669525,0.03406429,Low,Active
"Bjork Asset Management, Inc.",0,458862,0.03406429,Low,Active
My 360 Wealth Management Group,My 360 Wealth Management Group,669525,0.03406429,Low,Active
HUB Retirement and Wealth Management,Comprehensive Benefit Services,669392,0.03406429,Low,Active
HUB Retirement and Wealth Management,Sheridan Road,649450,0.03406429,Low,Active
HUB Retirement and Wealth Management cooper,HUB Retirement and Wealth Management WY,658777,0.03406429,Low,Active
Kelley Investment Advisory Services,0,177323,0.03406429,Low,Active
"Bjork Asset Management, Inc.",0,458862,0.03406429,Low,Active
Anderson Financial,0,687604,0.03406429,Low,Active
HUB Retirement and Private Wealth,Intercare,669470,0.03406429,Low,Active
Accelerate Retirement,0,266058,0.03343067,Low,Active
Accelerate Retirement,0,266058,0.03343067,Low,Active
"Spay & Associates, Inc.",0,117559,0.031576455,Low,Active
Argent Retirement Plan Advisors,0,109873,0.031576455,Low,Active
fiduciaryPATH Advisors,fiduciaryPATH,254632,0.031576455,Low,Active
Oakbourne Advisors,0,431152,0.031576455,Low,Active
Black Oak Investment Management Company,0,592533,0.031576455,Low,Active
Magis Advisory Group,0,410553,0.031405333,Low,Active
Kampstra Wealth Management,0,437859,0.031007672,Low,Active
"Lau & Lau Associates, LLC",0,330783,0.030794851,Low,Active
"Lau & Lau Associates, LLC",0,330783,0.030794851,Low,Active
RiversEdge Advisors,0,395082,0.028805196,Low,Active
Northwestern Mutual,0,328942,0.028805196,Low,Active
AssuredPartners,0,107267,0.027876535,Low,Active
Guidance Advisors,0,451703,0.027876535,Low,Active
Fortis Lux Financial- Charles Dweck,0,379048,0.027458431,Low,Active
Fortis Lux Financial- Charles Dweck,0,379048,0.027458431,Low,Active
"Broadstone Advisors, LLC",0,376673,0.026226528,Low,Active
"Broadstone Advisors, LLC",0,376673,0.026226528,Low,Active
Post Game Financial,0,381464,0.026226528,Low,Active
First Financial Group,0,552426,0.026226528,Low,Active
Ipswich Bay Advisors,0,217675,0.026104698,Low,Active
"Pacific Wealth Strategists, Inc.",0,495165,0.02566778,Low,Active
Phocus Retirement Services,0,260954,0.02566778,Low,Active
Phocus Retirement Services,0,260954,0.02566778,Low,Active
Phocus Retirement Services,0,260954,0.02566778,Low,Active
OneDigital,0,238458,0.025628362,Low,Active
ERSI Wealth Management,0,557817,0.025628362,Low,Active
OneDigital,0,238458,0.025628362,Low,Active
The K Corporation,0,140290,0.025520984,Low,Active
MMLIS Default Company,DefaultCompany,330221,0.025520984,Low,Active
The K Corporation,0,140290,0.025520984,Low,Active
MMLIS Default Company,DefaultCompany,330221,0.025520984,Low,Active
Larmann Financial,0,105725,0.025402004,Low,Active
"Girard Advisory Services, LLC",0,649491,0.025402004,Low,Active
"Girard Advisory Services, LLC",0,649491,0.025402004,Low,Active
AdvisorySouth,0,594769,0.025402004,Low,Active
The Retirement Plan Experts,0,110562,0.024755789,Low,Active
The Retirement Plan Experts,0,110562,0.024755789,Low,Active
Bridgeport Financial,0,434249,0.024755789,Low,Active
MCM,0,121927,0.024755789,Low,Active
OneDigital | Investment Fiduciary Services,0,180252,0.024619438,Low,Active
FinTrust Capital Advisors,0,259515,0.024565762,Low,Active
"TRMSolution, Ltd.",0,135871,0.024470352,Low,Active
"Scissortail Executive Advisors, LLC",0,595162,0.024340622,Low,Active
HUB Retirement and Wealth Management,BLS,344942,0.024048159,Low,Active
HUB Retirement and Wealth Management,BLS,344942,0.024048159,Low,Active
HUB Retirement and Wealth Management,BLS,344942,0.024048159,Low,Active
Leading Edge Wealth Advisors,0,397796,0.023432048,Low,Active
The Partners Group,0,124387,0.023423577,Low,Active
Correct Capital Wealth Management,0,691613,0.023423577,Low,Active
The Partners Group,0,124387,0.023423577,Low,Active
KerberRose,0,116417,0.023423577,Low,Active
"Strategic Wealth Endeavor, Inc.",0,539452,0.02325272,Low,Active
"Indicon, Inc.",0,293536,0.022909883,Low,Active
Altus Consulting Group,0,248537,0.022909883,Low,Active
Peter Wang,0,613803,0.022909883,Low,Active
NFP Corp.,0,314174,0.022070471,Low,Active
Janney Montgomery Scott LLC,0,127039,0.021487463,Low,Active
Janney Montgomery Scott LLC,0,127039,0.021487463,Low,Active
Accelerate Retirement- LB,0,535274,0.021325817,Low,Active
Guidance Advisors,0,451703,0.021325817,Low,Active
"Halcyon Wealth Advisors, LLC",0,260445,0.021325817,Low,Active
"Halcyon Wealth Advisors, LLC",0,260445,0.021325817,Low,Active
Guidance Advisors,0,451703,0.021325817,Low,Active
"Advanced Strategies Group, LLC",0,168436,0.020463282,Low,Active
First Security Bank,0,284845,0.020463282,Low,Active
BCG 401(k) Advisors,0,620474,0.020463282,Low,Active
BCG 401(k) Advisors,0,620474,0.020463282,Low,Active
Accelerate Retirement,0,266058,0.020463282,Low,Active
"R&R Wealth Management, LLC",0,590339,0.020463282,Low,Active
"R&R Wealth Management, LLC",0,590339,0.020463282,Low,Active
The Strategic Retirement Benefits Group,0,484769,0.020184347,Low,Active
MCF Institutional,0,109544,0.020155191,Low,Active
Hoover and Associates Financial Services,0,261569,0.01986738,Low,Active
Trinity Investment Advisors,0,133637,0.019611856,Low,Active
"Lau & Lau Associates, LLC",0,330783,0.019412408,Low,Active
"Strategic Retirement Partners, LLC",0,105292,0.019031875,Low,Active
"Strategic Retirement Partners, LLC",0,105292,0.019031875,Low,Active
Vista Partners of Baird,0,272844,0.018887421,Low,Active
HUB Retirement and Wealth Management,Aegis,121379,0.01857545,Low,Active
HUB Retirement and Wealth Management,JW Retirement Group,222917,0.01857545,Low,Active
HUB Retirement and Wealth Management,Garnett Retirement Group,643146,0.01857545,Low,Active
Confluence Financial Partners,0,687400,0.01856584,Low,Active
Strategic Retirement Partners,0,109131,0.018381055,Low,Outstanding
MMA Boston,0,583653,0.018381055,Low,Active
Foster Group,0,590534,0.018381055,Low,Active
Marsh McLennan Agency LLC - MMA Midwest,0,108175,0.018381055,Low,Active
CBIZ Retirement Plan Services,0,118941,0.018381055,Low,Active
fiduciaryPATH Advisors,fiduciaryPATH,254632,0.018083623,Low,Active
CG Financial Services,0,104133,0.018083623,Low,Active
Financial Craftsmen,0,104657,0.018083623,Low,Active
TAG Advisors,0,261819,0.018083623,Low,Active
Financial Life Advisors,0,261095,0.018083623,Low,Active
OG Private Wealth,0,754364,0.018083623,Low,Active
EverThrive Financial Group,0,109048,0.018083623,Low,Active
Wellspring Financial Partners,0,107501,0.018083623,Low,Active
KPP Advisory Services,0,704580,0.018083623,Low,Active
Wellspring Financial Partners,0,107501,0.018083623,Low,Active
The Miranda Thomas Group,0,277386,0.018083623,Low,Active
CG Financial Services,0,104133,0.018083623,Low,Active
"PointOak Retirement Advisors, LLC",0,246713,0.018083623,Low,Active
CG Financial Services,0,104133,0.018083623,Low,Active
Peter Gialames Investment Advisory Services LLC,0,261917,0.018083623,Low,Active
Keystone Benefits Group,0,105679,0.018083623,Low,Active
Peter Gialames Investment Advisory Services LLC,0,261917,0.018083623,Low,Active
Peter Gialames Investment Advisory Services LLC,0,261917,0.018083623,Low,Active
"Pinnacle Pension Consultants, LLC",0,115008,0.018083623,Low,Active
Retirement Advocates,0,391598,0.018083623,Low,Active
Colton Groome & Company,0,104469,0.018083623,Low,Active
"PointOak Retirement Advisors, LLC",0,246713,0.018083623,Low,Active
AssuredPartners,0,102022,0.018083623,Low,Active
OG Private Wealth,0,754364,0.018083623,Low,Active
Dudum Financial,0,577811,0.018083623,Low,Active
"Retirement Consulting Group, Inc.",0,203837,0.018083623,Low,Active
Retirement Plan Solutions,0,327311,0.018083623,Low,Active
Integrated Fiduciary Advisory Services,0,647425,0.018083623,Low,Active
United Bank Wealth Management,0,627257,0.018083623,Low,Active
The Partners Group,0,124387,0.018083623,Low,Active
Advanced Financial Solutions,0,622421,0.018028062,Low,Active
H&A Advanced Business Partners,0,351545,0.018028062,Low,Active
JD Kreps Financial Group,0,102399,0.018028062,Low,Active
JD Kreps Financial Group,0,102399,0.018028062,Low,Active
H&A Advanced Business Partners,0,351545,0.018028062,Low,Active
Finturity,0,765185,0.018028062,Low,Active
Arbor Group Advisors,0,725384,0.018028062,Low,Active
Advanced Financial Solutions,0,622421,0.018028062,Low,Active
Professional Planning & Wealth,0,437874,0.018028062,Low,Active
Murphy Financial Services,0,539339,0.018028062,Low,Active
"Michigan Financial Companies, Inc.",0,568556,0.018028062,Low,Active
MG Retirement Advisors,0,527323,0.018028062,Low,Active
"Fiduciary Management Group, LLC",0,551886,0.018028062,Low,Active
Fiducient Advisors,0,471552,0.018014813,Low,Active
"NFP CA Insurance Services, Inc.   ",Pleasant Hill,103863,0.01762908,Low,Active
"Hermitage Wealth Management, Inc.",0,105385,0.017170077,Low,Active
Onward Financial Network,0,349158,0.017170077,Low,Active
Accelerate Retirement – Jared Shaft,0,735166,0.017067222,Low,Active
Accelerate Retirement – Jared Shaft,0,735166,0.017067222,Low,Active
Baystate Financial - Dwayne DeMond,0,375552,0.0166167,Low,Active
Baystate Financial - Dwayne DeMond,0,375552,0.0166167,Low,Active
Cadence Financial Management,0,332106,0.01655611,Low,Active
"Reese Yeatman Financial, LLC.",0,300179,0.01612504,Low,Active
Stonebridge Financial Group,0,381107,0.01612504,Low,Active
Stonebridge Financial Group,0,381107,0.01612504,Low,Active
HORAN Wealth,0,117340,0.015939305,Low,Active
HUB Retirement and Wealth Management,Plan Resource Group,641850,0.015808498,Low,Active
RETIREMENTCFO,0,330187,0.015808498,Low,Active
RETIREMENTCFO,0,330187,0.015808498,Low,Active
HUB Retirement and Wealth Management,Aegis,121379,0.015808498,Low,Active
HUB Retirement and Wealth Management,401k Advisors,650527,0.015808498,Low,Active
"Retirement & Benefit Partners, Inc.",0,734044,0.015808498,Low,Active
Stonestreet Renaissance,0,762111,0.015808498,Low,Active
GRP Retirement Select,GRP Retirement Select,669442,0.015808498,Low,Active
HUB Retirement Select,HUB Retirement Select,669460,0.015808498,Low,Active
HUB Retirement and Wealth Management,401k Advisors,650527,0.015522794,Low,Active
HUB Retirement and Wealth Management,401k Advisors,650527,0.015522794,Low,Active
HUB Retirement and Wealth Management,BLS,344942,0.015279427,Low,Active
Altus Consulting Group,0,248537,0.014949023,Low,Active
Peter Wang,0,613803,0.014949023,Low,Active
Peter Wang,0,613803,0.014949023,Low,Active
Alegria Asset Management,0,129811,0.014949023,Low,Active
"The Pinnacle Planning Group, LLC",0,129565,0.014949023,Low,Active
"Signature Financial Partners, LLC",0,117439,0.014949023,Low,Active
High Point Capital Group,0,746491,0.014748334,Low,Active
Peter Wang,0,613803,0.014309422,Low,Active
"Wealth Advisory Group, Inc.",0,110826,0.014226458,Low,Active
"Wealth Advisory Group, Inc.",0,110826,0.014226458,Low,Active
First Financial Group,0,552426,0.014175877,Low,Active
The Noble Group,0,115107,0.014104726,Low,Active
"PointOak Retirement Advisors, LLC",0,246713,0.014104726,Low,Active
The Noble Group,0,115107,0.014104726,Low,Active
Sax Wealth Advisors,0,636645,0.0140084205,Low,Active
"Polaris Advisors, LLC",0,140017,0.013990562,Low,Active
RKL Wealth Management LLC,0,388797,0.013990102,Low,Active
DSB Rock Island Wealth Management,0,243933,0.013990102,Low,Active
"Intelligence Driven Advisers, LLC.",0,102369,0.013990102,Low,Active
DSB Rock Island Wealth Management,0,243933,0.013990102,Low,Active
RKL Wealth Management LLC,0,388797,0.013990102,Low,Active
RKL Wealth Management LLC,0,388797,0.013990102,Low,Active
"R&R Wealth Management, LLC",0,590339,0.013990102,Low,Active
Kaye Capital Management,0,405002,0.013947216,Low,Active
Evolve Advisor Group,0,164987,0.013947216,Low,Active
Hoover and Associates Financial Services,0,261569,0.013774291,Low,Active
Integrated Wealth Solutions,0,102376,0.013698166,Low,Active
